"UC_0773"	"NN_0141"	"NN_0155"	"UC_0854"	"UC_0387"	"UC_0366"	"UC_0703"	"UC_0288"	"UC_0912"	"UC_0895"	"NN_0809"	"NN_0681"	"NN_0762"	"NN_0643"	"UC_0297"	"NN_0477"	"NN_0504"	"NN_0662"	"UC_0765"	"UC_0524"	"UC_0423"	"UC_0426"	"UC_0157"	"UC_0508"	"UC_0813"	"UC_0994"
"chr18.63936446"	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63936453"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63936454"	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
"chr18.63936512"	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"chr18.63936513"	0	0	0	0	1	1	0	0	0	0	0	0	2	1	2	0	6	4	0	0	0	0	0	0	0	0
"chr18.63936943"	0	0	2	0	0	0	0	1	2	3	3	0	2	3	0	0	13	6	1	0	2	0	5	1	0	2
"chr18.63936958"	0	2	1	2	1	0	0	1	4	3	4	2	2	0	0	0	4	4	3	1	2	2	3	0	0	5
"chr18.63936960"	0	2	1	4	2	0	0	2	4	2	4	1	2	4	0	0	6	3	5	0	1	3	5	1	2	5
"chr18.63936976"	0	5	1	2	0	0	0	2	3	2	5	3	3	0	0	1	10	1	3	1	0	1	3	1	1	3
"chr18.63936978"	0	0	0	1	0	0	0	2	0	3	3	1	1	0	0	0	2	1	0	1	1	2	0	3	0	3
"chr18.63936979"	0	4	1	5	0	2	1	0	1	2	6	4	0	2	0	4	6	5	3	1	1	4	3	3	1	3
"chr18.63936987"	0	0	0	0	0	0	1	2	0	2	1	0	1	0	0	0	2	3	0	1	1	0	3	2	0	3
"chr18.63936988"	1	3	2	4	0	1	1	1	1	5	5	4	1	2	0	3	10	2	3	3	1	1	1	1	0	2
"chr18.63937003"	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	1	3	3	0	1	0	0	2	0	0	1
"chr18.63937004"	0	1	6	1	0	0	1	1	0	2	0	0	1	1	0	1	5	0	0	3	0	1	0	5	1	0
"chr18.63937009"	0	0	0	2	0	0	1	1	0	2	2	2	3	0	0	3	2	5	0	1	1	1	2	0	0	2
"chr18.63937010"	0	5	3	3	0	0	2	2	1	1	3	1	1	6	1	8	14	2	5	3	2	4	7	11	0	0
"chr18.63937061"	6	7	7	6	2	3	2	9	3	7	10	10	13	6	3	14	15	28	7	6	5	4	5	8	2	6
"chr18.63937062"	5	12	20	8	11	3	1	16	3	20	17	14	16	21	4	21	24	21	15	13	17	19	12	18	13	11
"chr18.63937078"	7	7	6	8	0	4	3	9	3	10	17	11	12	8	4	14	14	26	6	4	1	4	8	10	0	3
"chr18.63937079"	6	16	26	9	6	7	2	22	7	19	21	27	19	16	7	29	36	27	24	20	20	13	15	22	20	16
"chr18.63937103"	5	6	8	9	3	3	1	2	0	7	15	11	7	2	0	5	8	25	4	3	4	1	2	4	0	5
"chr18.63937104"	1	2	10	6	3	5	1	9	0	9	11	15	10	7	5	12	15	9	15	18	9	12	8	21	8	10
"chr18.63937124"	8	8	8	7	3	5	1	9	0	10	16	13	16	2	3	17	19	20	2	2	1	2	4	8	0	4
"chr18.63937125"	3	11	23	8	5	6	4	9	7	14	12	28	18	9	5	22	18	19	20	17	19	10	11	26	8	13
"chr18.63937133"	8	5	7	5	0	3	2	7	2	4	12	14	9	6	3	17	23	25	3	2	1	2	4	4	0	3
"chr18.63937134"	3	9	12	5	4	4	5	13	3	6	10	22	12	6	4	21	19	13	23	19	24	17	10	22	4	14
"chr18.63937167"	4	5	3	1	3	0	1	4	1	6	5	17	6	6	3	12	17	20	0	3	2	2	4	1	0	4
"chr18.63937168"	5	3	9	2	2	4	0	6	4	7	13	19	6	6	2	4	8	15	5	15	5	8	6	11	13	9
"chr18.63937226"	3	3	4	6	3	1	1	11	5	7	9	10	15	3	6	8	8	12	6	9	6	9	4	5	6	7
"chr18.63937258"	2	0	5	5	1	1	0	6	0	4	4	10	10	2	0	6	9	10	4	11	7	8	9	9	2	9
"chr18.63937262"	2	0	6	4	1	0	0	6	0	3	6	9	7	3	0	8	9	6	4	12	7	7	7	10	1	5
"chr18.63948231"	22	30	23	9	7	10	11	25	6	13	31	27	19	25	11	24	20	30	8	16	14	14	13	12	0	9
"chr18.63948250"	22	27	25	17	7	9	13	29	5	15	33	37	34	25	16	39	28	45	11	18	20	13	11	13	0	10
"chr18.63948292"	59	54	47	33	18	22	31	66	21	37	69	99	60	60	33	76	67	102	28	36	46	25	17	21	20	17
"chr18.63948331"	59	71	56	32	21	31	34	76	18	33	97	105	73	85	31	89	109	127	38	33	61	32	23	33	30	26
"chr18.63948350"	61	59	54	30	17	26	30	63	13	30	100	96	63	72	26	80	109	134	36	26	50	28	21	36	30	22
"chr18.63949104"	0	0	2	0	0	0	2	0	0	1	0	0	3	0	1	0	1	1	0	0	2	1	2	0	0	0
"chr18.63949105"	0	2	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	2	1	1	1	0	0	2	2	0
"chr18.63949127"	0	0	0	2	1	0	0	0	0	3	0	3	0	0	2	1	0	2	0	0	1	0	0	0	0	0
"chr18.63949128"	0	1	0	2	0	0	1	0	0	0	0	0	5	0	1	0	0	1	1	0	1	0	1	1	1	0
"chr18.63949135"	0	0	2	1	0	0	0	3	1	1	0	1	1	0	1	1	0	0	0	2	2	0	0	0	0	0
"chr18.63949136"	0	0	0	2	0	0	1	0	0	0	0	0	1	0	2	2	0	0	2	0	1	0	0	0	1	0
"chr18.63949156"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63949157"	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0
"chr18.63949217"	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63949218"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
"chr18.63949219"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"chr18.63949220"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63949226"	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"chr18.63949227"	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"chr18.63949233"	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
"chr18.63949234"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63949238"	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0
"chr18.63949239"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0
"chr18.63949254"	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
"chr18.63949255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
"chr18.63949258"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0
"chr18.63949259"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1
"chr18.63949282"	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1
"chr18.63949283"	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	2	0	0	0	0	0
"chr18.63949288"	0	0	0	2	0	0	0	1	0	1	0	0	3	0	0	0	0	2	6	0	2	1	2	2	0	1
"chr18.63949289"	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	3	5	2	0	3	0	5
"chr18.63949292"	0	0	0	1	0	0	0	3	0	1	0	0	2	0	0	0	0	0	3	0	1	0	3	1	0	1
"chr18.63949293"	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	2	0	0	0	0	0
"chr18.63949321"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
"chr18.63949322"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0
"chr18.63949324"	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	1	0	0	0	0	1	2	0	0	1
"chr18.63949325"	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	2	0	0	0	2
"chr18.63949327"	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
"chr18.63949328"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	3	0	1	0	0	0	0	0
"chr18.63949347"	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	3	0	2	0	1	3	0	1
"chr18.63949348"	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	0	0	3	1	0
"chr18.63949355"	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	4	1	1	0	1	1	2	2
"chr18.63949356"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0
"chr18.63949360"	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	5	1	0	0	0	0	0	2
"chr18.63949361"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	2
"chr18.63949371"	0	0	0	0	0	0	0	2	0	1	0	0	1	0	2	1	0	5	5	1	4	1	1	2	2	1
"chr18.63949372"	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	3	2	1	8
"chr18.63949387"	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	2	1	0	0	1	0	1	1	0	1
"chr18.63949388"	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	3	0	2	5	1	0
"chr18.63949389"	0	0	2	0	1	0	1	1	0	1	0	0	1	1	0	1	3	6	3	0	2	1	3	5	2	2
"chr18.63949390"	0	1	1	6	1	1	0	2	1	1	1	1	0	0	0	0	1	1	6	3	4	3	2	3	2	2
"chr18.63949433"	0	0	0	0	0	0	1	2	0	0	0	0	4	1	0	4	0	0	7	0	0	1	1	1	4	2
"chr18.63949434"	0	0	1	0	0	0	0	0	0	1	1	0	0	3	0	0	0	1	13	1	3	7	1	2	0	5
"chr18.63949444"	0	0	0	0	0	0	1	2	0	0	1	0	0	4	0	4	1	3	10	0	1	1	1	3	3	1
"chr18.63949445"	1	0	5	7	0	0	0	0	1	3	1	0	0	3	1	2	4	1	14	3	1	5	3	1	0	4
"chr18.63949474"	3	0	0	1	0	0	0	0	1	1	1	0	0	0	0	2	0	2	15	2	8	6	6	5	6	5
"chr18.63949475"	3	2	5	13	1	2	4	7	2	6	3	2	1	2	0	0	3	0	22	14	15	7	14	4	3	8
"chr18.63949484"	3	0	1	1	2	0	0	0	0	0	0	0	0	4	0	4	3	3	15	1	7	7	4	2	7	5
"chr18.63949485"	4	0	2	12	3	1	5	5	4	6	2	5	4	2	0	0	4	0	26	9	18	8	7	4	1	11
"chr18.63949512"	1	0	0	1	0	0	2	2	0	2	0	1	2	1	0	0	0	0	12	1	4	5	4	1	6	2
"chr18.63949513"	2	1	1	8	4	2	10	4	2	5	3	4	1	3	1	0	1	2	16	10	17	14	5	1	3	11
"chr18.63949559"	4	0	5	3	3	0	1	4	3	3	3	1	1	1	1	0	2	2	14	5	6	8	0	4	10	9
"chr18.63949569"	6	5	3	11	2	0	5	6	2	2	4	4	6	8	0	5	13	2	25	11	12	12	14	6	10	7
"chr18.63949629"	8	4	2	13	0	0	4	14	8	10	5	5	6	4	6	3	6	9	11	9	19	10	15	5	12	9
"chr18.63949631"	7	3	2	9	0	4	3	11	7	11	4	4	3	2	0	3	4	10	13	7	17	9	16	3	6	8
"chr18.63949650"	8	3	2	11	0	5	3	15	11	6	6	5	4	9	4	3	5	5	7	12	24	11	22	6	13	8
"chr18.63949658"	9	3	0	14	0	2	5	13	9	7	7	6	6	11	0	0	4	6	8	14	23	12	21	6	13	9
"chr18.63949660"	7	3	1	12	0	6	6	12	12	7	8	7	6	5	2	2	7	10	8	12	22	15	21	6	13	10
"chr18.63967060"	37	68	46	51	31	30	27	65	18	29	63	68	50	58	26	83	115	103	44	59	55	51	25	32	35	34
"chr18.63967061"	16	14	22	27	4	12	17	29	6	34	26	27	34	13	8	40	48	27	5	10	13	6	9	9	3	11
"chr18.63967125"	19	45	44	30	19	25	13	46	21	23	64	53	34	34	30	50	85	73	25	30	62	31	17	31	11	31
"chr18.63967126"	8	12	15	12	11	6	7	27	5	33	20	15	23	11	0	37	22	38	8	11	15	7	7	10	0	8
"chr18.63967168"	22	25	9	13	12	7	5	13	8	14	24	28	17	14	14	18	52	21	8	22	28	22	9	16	3	14
"chr18.63969489"	44	46	36	66	50	31	29	71	27	71	52	40	41	32	33	85	98	50	79	52	53	39	46	51	29	21
"chr18.63969490"	14	24	14	17	8	12	5	23	7	8	14	20	20	24	9	28	30	37	17	20	19	9	16	15	11	17
"chr18.63969545"	36	47	26	68	44	42	26	59	26	68	41	44	24	28	35	70	87	42	63	43	41	31	49	49	24	33
"chr18.63969546"	10	24	8	14	7	9	6	16	6	12	16	18	10	10	5	15	16	20	8	15	18	11	8	12	10	11
"chr18.63969550"	31	48	23	75	37	29	21	54	22	60	44	38	26	33	37	61	93	48	69	44	43	36	47	46	19	28
"chr18.63969551"	13	17	10	13	5	8	5	13	5	12	18	13	13	8	7	17	15	22	8	14	14	11	10	11	9	13
"chr18.63969763"	1	3	0	7	4	3	3	9	2	6	4	6	1	3	2	5	15	6	15	5	7	12	7	15	0	6
"chr18.63969871"	1	1	1	2	4	0	1	5	1	3	0	4	1	2	0	2	6	0	4	0	0	0	2	4	1	1
"chr18.63969872"	2	0	0	0	3	0	0	0	1	6	0	0	2	0	0	0	2	2	6	2	0	0	3	1	0	1
"chr18.63969894"	0	0	1	1	1	0	2	2	0	1	1	1	0	1	2	2	0	0	4	0	0	0	1	1	0	0
"chr18.63969895"	1	0	0	1	1	0	0	0	0	0	0	1	2	0	0	1	1	1	1	0	0	0	3	0	0	0
"chr18.63969904"	0	1	0	0	0	0	0	2	0	0	2	0	0	1	0	0	3	2	2	2	0	0	0	0	0	0
"chr18.63969905"	1	2	4	0	2	2	0	0	0	2	0	3	2	0	0	2	0	0	1	2	0	0	0	0	0	0
"chr18.63969983"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"chr18.63969984"	0	0	1	1	0	0	2	2	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0
"chr18.63970043"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970044"	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0
"chr18.63970047"	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970048"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
"chr18.63970065"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970066"	3	2	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	2	0	1	0	0
"chr18.63970089"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"chr18.63970090"	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
"chr18.63970093"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970094"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970133"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"chr18.63970136"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"chr18.63970139"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970142"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970145"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"chr18.63970148"	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"chr18.63970405"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970407"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970414"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970424"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"chr18.63970431"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970450"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970460"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970494"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970512"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970522"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970538"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970548"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970558"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970560"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
"chr18.63970654"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970661"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"chr18.63970677"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970682"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970696"	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"chr18.63970703"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"chr18.63970704"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970706"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"chr18.63970707"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.63970725"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"chr18.63970726"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0
"chr18.63970900"	3	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	3
"chr18.63970922"	3	0	0	1	2	1	1	1	0	3	1	0	0	1	1	1	0	0	1	1	4	0	5	0	2	2
"chr18.63970925"	1	0	1	1	2	1	0	0	0	2	1	1	0	0	0	2	0	0	1	2	0	0	4	0	2	3
"chr18.63971031"	3	0	0	3	0	1	1	3	1	0	0	0	0	0	0	2	2	0	0	3	5	3	3	2	2	4
"chr18.63971042"	3	0	0	4	2	2	0	3	0	3	0	0	3	0	2	3	0	0	2	4	3	1	2	3	0	10
"chr18.63971055"	0	0	0	1	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1
"chr18.63979508"	0	0	1	1	1	0	0	1	0	5	2	2	0	0	0	0	0	4	0	0	0	0	2	3	0	3
"chr18.63979509"	3	2	0	0	1	1	0	0	1	5	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1
"chr18.63979652"	0	3	0	0	2	0	0	1	1	0	0	0	1	2	0	1	0	1	0	0	0	1	0	0	2	0
"chr18.63979653"	0	0	0	0	0	0	1	0	0	1	0	5	1	0	0	1	0	0	4	0	0	1	0	0	0	1
"chr18.63979769"	7	3	2	10	6	1	4	13	2	6	6	1	2	0	6	8	6	7	7	11	12	3	8	5	1	13
"chr18.63979770"	3	2	6	8	2	0	0	2	0	4	0	1	3	5	0	9	9	2	2	1	1	2	3	1	0	1
"chr18.63979821"	6	4	0	5	0	0	1	6	4	8	6	8	6	0	1	9	3	8	10	9	7	4	5	7	0	10
"chr18.63979834"	0	1	0	0	0	0	0	4	1	3	1	0	0	0	0	4	1	2	3	0	6	1	0	0	0	2
"chr18.63986355"	30	41	35	43	24	24	23	46	15	34	55	55	28	22	29	76	89	69	58	35	59	32	22	50	46	52
"chr18.63987274"	12	6	7	11	0	5	9	18	7	11	20	20	23	19	0	15	31	16	8	13	23	9	10	19	0	13
"chr18.63987275"	9	9	0	8	9	8	9	19	8	17	16	8	5	7	0	13	26	22	10	9	6	6	7	16	0	0
"chr18.63987384"	41	59	35	59	26	39	71	72	33	43	78	83	85	60	31	81	120	106	35	54	26	34	37	32	47	31
"chr18.63987385"	24	35	13	35	25	29	36	41	18	38	52	33	32	23	21	60	105	57	24	29	31	16	15	17	9	16
"chr18.63987451"	26	48	30	27	22	29	51	59	15	42	65	79	59	42	24	58	60	96	35	39	39	29	29	30	41	29
"chr18.63987452"	13	27	13	25	15	11	18	36	11	24	29	37	30	15	12	42	84	35	19	15	19	13	11	27	0	13
"chr18.63992857"	12	10	14	12	7	6	9	16	0	10	14	21	11	5	4	20	25	20	3	0	6	5	0	13	0	0
"chr18.63992872"	10	9	18	16	9	3	10	17	0	9	18	17	13	8	4	16	34	20	4	5	3	5	0	8	0	0
"chr18.63992876"	6	8	16	17	6	0	11	18	0	13	16	18	16	6	5	13	25	21	9	6	3	1	0	11	0	0
"chr18.63992924"	20	15	31	32	14	13	17	40	15	24	38	35	33	19	13	35	35	43	13	12	5	11	8	17	0	5
"chr18.63992996"	32	24	49	27	17	8	15	49	8	25	45	56	58	23	17	69	85	57	10	10	25	16	10	22	0	4
"chr18.63992997"	4	14	18	16	18	5	9	8	6	9	19	14	20	9	13	19	25	17	8	11	5	3	0	6	0	6
"chr18.63999109"	5	6	12	10	0	5	3	7	2	12	10	9	11	4	2	14	13	8	11	9	12	6	4	19	0	9
"chr18.63999110"	16	0	9	15	9	1	7	19	3	17	16	14	10	10	6	6	18	3	12	13	22	13	21	17	0	9
"chr18.63999187"	16	22	17	21	8	19	9	27	6	22	28	29	20	17	15	24	46	11	27	18	22	14	11	18	14	21
"chr18.63999188"	25	16	24	36	17	21	23	39	10	36	30	35	32	20	14	46	73	39	29	35	21	41	39	37	24	34
"chr18.64001858"	4	4	9	15	0	3	0	10	3	6	10	13	13	6	3	15	0	15	4	9	6	8	5	18	11	12
"chr18.64001859"	3	7	14	15	0	10	5	10	0	9	8	11	7	10	8	19	10	13	16	13	16	7	12	21	4	4
"chr18.64001908"	5	7	10	14	2	6	4	5	0	6	6	17	13	11	7	14	6	16	8	8	8	4	7	12	7	7
"chr18.64001909"	10	6	8	18	5	14	4	19	0	7	10	19	8	18	8	14	18	16	14	13	10	9	8	18	9	5
"chr18.64001969"	0	0	5	11	0	5	0	13	0	16	7	12	7	6	0	13	13	15	4	8	8	10	6	18	0	4
"chr18.64002921"	2	3	0	0	0	0	0	6	0	5	9	5	5	4	0	4	11	16	2	7	5	6	8	10	8	8
"chr18.64002954"	5	11	0	5	0	0	5	8	0	10	10	10	10	7	1	4	16	23	5	17	12	10	14	11	14	11
"chr18.64002955"	2	0	4	6	6	2	0	11	2	6	9	11	5	2	4	10	13	5	3	4	11	9	10	3	0	12
"chr18.64002968"	3	15	0	6	0	0	5	11	0	10	15	10	14	6	3	11	15	22	7	21	12	7	12	3	22	10
"chr18.64002969"	4	4	7	8	7	3	0	15	3	13	11	16	14	4	2	12	10	9	10	8	8	7	11	9	5	15
"chr18.64002973"	2	15	0	5	0	0	2	10	0	9	18	11	12	4	2	8	17	18	7	15	10	7	11	3	20	9
"chr18.64002974"	5	4	3	8	4	3	0	15	7	8	13	16	8	2	2	14	10	6	9	10	9	11	13	14	5	13
"chr18.64002991"	5	7	0	5	0	0	5	8	0	8	17	10	11	4	3	5	13	19	8	20	10	8	10	4	14	4
"chr18.64002992"	3	8	5	6	4	3	0	13	5	14	10	15	7	4	4	18	10	10	7	9	6	8	12	19	8	13
"chr18.64003002"	0	9	0	4	0	0	0	8	0	7	15	13	12	4	4	7	16	13	9	13	5	8	13	8	12	5
"chr18.64003003"	8	8	9	8	5	6	2	21	3	18	19	22	12	7	2	25	14	12	9	10	9	9	14	23	14	11
"chr18.64003012"	0	8	0	5	0	0	0	4	0	7	16	13	7	5	2	4	13	15	9	11	8	7	12	9	9	0
"chr18.64003013"	10	6	8	12	6	9	5	18	7	21	18	28	14	12	4	28	13	14	14	13	8	9	11	22	12	11
"chr18.64003021"	8	8	13	13	10	13	8	22	6	23	19	27	15	11	8	37	19	14	21	15	11	11	16	24	12	15
"chr18.64003042"	10	11	17	17	8	8	5	30	5	25	23	31	23	15	10	44	25	17	26	17	21	13	15	19	12	14
"chr18.64003116"	26	18	11	14	19	11	11	35	10	20	21	29	35	15	11	44	56	36	14	18	23	16	20	16	11	18
"chr18.64003180"	19	13	21	30	14	12	14	46	14	19	31	29	37	19	10	47	51	36	33	16	24	24	11	18	15	16
"chr18.64003186"	20	12	23	26	13	13	14	42	13	21	34	34	32	21	12	48	54	29	33	21	21	24	12	22	15	16
"chr18.64003234"	13	7	20	22	9	10	6	32	6	14	21	24	19	17	6	16	37	25	13	17	35	19	16	16	11	21
"chr18.64042885"	5	0	8	9	5	0	6	6	5	5	5	6	11	5	0	8	11	5	6	13	22	0	7	5	0	6
"chr18.64042887"	7	0	7	8	7	0	5	6	9	5	5	6	10	0	0	8	10	5	7	15	23	0	6	7	0	6
"chr18.64042911"	7	0	5	5	6	5	5	5	7	9	6	7	8	6	0	8	8	3	9	19	20	0	8	10	0	7
"chr18.64042944"	5	6	6	6	5	0	3	5	0	13	6	11	8	0	0	6	4	4	5	7	11	0	5	13	0	0
"chr18.64042995"	5	5	6	6	0	0	4	14	7	8	13	8	0	7	7	13	9	15	15	4	13	6	12	16	0	8
